trial_nr,Participant Public ID,Participant Private ID,t_response,choice,rt,gain,loss,score tally
87,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,2,488,1,1,93
88,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,409,1,1,93
89,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,2,369,1,0,94
90,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,2,435,1,0,95
91,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,2,461,1,1,95
92,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,252,0,0,95
93,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,412,0,0,95
94,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,139,0,0,95
95,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,257,0,0,95
96,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,385,1,1,95
97,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,2,408,0,1,94
98,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,329,0,1,93
99,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,222,0,1,92
100,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,2,168,0,0,92
101,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,378,0,1,91
102,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,145,1,1,91
103,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,331,1,0,92
104,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,492,0,0,92
105,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,254,0,1,91
106,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,471,1,1,91
107,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,341,0,1,90
108,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,2,98,1,1,90
109,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,2,109,1,1,90
110,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,2,127,1,0,91
111,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,2,330,0,1,90
112,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,258,0,1,89
113,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,149,1,1,89
114,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,142,0,1,88
115,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,320,0,0,88
116,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,60,0,0,88
117,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,95,0,1,87
118,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,509,0,1,86
119,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,2,14,1,0,87
120,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,2,314,1,1,87
121,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,331,1,0,88
122,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,236,0,0,88
123,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,220,0,0,88
124,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,2,326,0,0,88
125,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,139,1,1,88
126,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,4,0,0,88
127,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,2,431,1,1,88
128,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,100,1,0,89
129,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,398,1,1,89
130,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,300,0,0,89
131,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,143,1,0,90
132,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,274,1,0,91
133,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,387,1,0,92
134,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,74,0,0,92
135,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,294,1,0,93
136,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,103,0,0,93
137,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,59,1,0,94
138,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,99,1,1,94
139,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,20,1,0,95
140,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,402,0,0,95
141,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,259,1,0,96
142,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,329,1,0,97
143,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,404,1,1,97
144,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,239,1,0,98
145,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,165,1,1,98
146,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,223,0,0,98
147,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,86,1,0,99
148,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,69,1,0,100
149,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,191,1,0,101
150,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,128,1,1,101
151,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,236,1,1,101
152,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,348,1,0,102
153,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,316,1,0,103
154,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,336,1,0,104
155,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,320,0,0,104
156,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,365,1,0,105
157,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,52,1,0,106
158,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,346,1,1,106
159,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,575,1,1,106
160,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,188,1,1,106
161,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,89,1,0,107
162,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,363,1,0,108
163,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,357,0,0,108
164,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,239,1,1,108
165,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,260,1,1,108
166,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,352,1,0,109
167,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,414,1,1,109
168,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,375,1,1,109
169,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,352,1,0,110
170,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,372,0,1,109
171,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,2,550,0,1,108
172,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,556,1,0,109
173,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,373,0,0,109
174,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,358,0,0,109
175,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,1,361,0,1,108
176,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,2,489,1,0,109
177,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,2,455,0,1,108
178,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,377,1,1,108
179,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,354,0,1,107
180,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,97,1,0,108
181,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,151,1,1,108
182,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,144,0,1,107
183,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,317,1,0,108
184,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,359,0,0,108
185,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,388,1,0,109
186,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,311,0,1,108
187,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,288,1,0,109
188,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,379,1,0,110
189,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,336,0,0,110
190,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,298,1,0,111
191,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,238,1,0,112
192,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,407,1,1,112
193,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,452,0,0,112
194,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,750,1,0,113
195,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,329,1,0,114
196,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,375,1,0,115
197,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,410,1,0,116
198,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,494,1,0,117
199,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,319,1,0,118
200,5eea9efc609f0d1ad38199bd,8946565,1.69E+12,0,391,1,0,119
1,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,2825,1,0,101
2,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,1894,1,1,101
3,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,1653,1,0,102
4,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,610,0,0,102
5,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,625,1,0,103
6,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,725,1,0,104
7,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,831,1,1,104
8,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,1592,0,1,103
9,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,776,1,0,104
10,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,750,1,0,105
11,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,767,1,1,105
12,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,853,1,0,106
13,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,836,0,0,106
14,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,532,0,0,106
15,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,497,1,0,107
16,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,709,0,0,107
17,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,475,1,1,107
18,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,446,0,1,106
19,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,515,0,0,106
20,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,532,0,0,106
21,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,402,1,1,106
22,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,642,0,1,105
23,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,472,0,0,105
24,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,490,0,0,105
25,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,531,0,0,105
26,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,413,0,1,104
27,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,355,1,1,104
28,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,443,0,1,103
29,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,630,0,1,102
30,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,407,0,1,101
31,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,411,0,0,101
32,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,411,1,0,102
33,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,525,0,0,102
34,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,422,0,0,102
35,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,378,0,0,102
36,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,381,0,1,101
37,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,680,1,1,101
38,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,462,0,1,100
39,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,323,0,0,100
40,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,363,0,0,100
41,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,403,0,0,100
42,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,365,1,0,101
43,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,384,1,0,102
44,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,414,1,0,103
45,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,413,1,1,103
46,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,573,1,0,104
47,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,570,0,0,104
48,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,409,0,0,104
49,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,429,0,0,104
50,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,321,1,0,105
51,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,393,0,1,104
52,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,507,0,1,103
53,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,374,0,1,102
54,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,673,1,1,102
55,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,981,0,0,102
56,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,609,1,1,102
57,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,570,0,0,102
58,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,665,0,1,101
59,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,412,0,1,100
60,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,350,1,1,100
61,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,302,0,1,99
62,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,406,0,1,98
63,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,391,0,0,98
64,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,542,0,0,98
65,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,417,0,0,98
66,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,626,0,1,97
67,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,345,1,0,98
68,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,405,1,0,99
69,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,421,1,0,100
70,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,858,1,0,101
71,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,478,1,1,101
72,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,1541,0,1,100
73,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,395,0,1,99
74,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,635,1,1,99
75,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,337,0,0,99
76,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,429,0,1,98
77,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,490,0,0,98
78,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,441,0,0,98
79,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,476,0,1,97
80,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,341,1,1,97
81,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,319,1,1,97
82,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,345,1,1,97
83,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,384,1,1,97
84,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,446,0,1,96
85,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,348,1,0,97
86,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,381,0,1,96
87,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,362,1,0,97
88,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,348,1,1,97
89,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,245,0,1,96
90,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,389,0,1,95
91,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,542,0,1,94
92,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,402,1,1,94
93,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,569,1,1,94
94,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,286,1,1,94
95,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,537,1,0,95
96,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,462,0,1,94
97,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,435,1,1,94
98,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,442,1,1,94
99,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,863,1,1,94
100,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,456,1,1,94
101,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,608,0,0,94
102,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,628,0,1,93
103,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,435,1,1,93
104,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,317,1,1,93
105,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,389,0,1,92
106,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,492,0,1,91
107,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,689,0,0,91
108,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,584,0,0,91
109,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,435,0,0,91
110,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,854,0,1,90
111,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,416,0,1,89
112,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,751,0,1,88
113,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,454,1,1,88
114,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,723,1,1,88
115,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,430,0,1,87
116,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,409,0,1,86
117,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,302,1,1,86
118,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,330,1,1,86
119,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,454,1,1,86
120,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,508,1,1,86
121,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,530,0,1,85
122,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,629,0,1,84
123,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,415,0,1,83
124,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,362,0,0,83
125,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,554,0,1,82
126,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,652,0,1,81
127,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,466,0,1,80
128,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,339,0,1,79
129,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,834,0,1,78
130,573dbfc9cc30e7000dc57410,8946546,1.69E+12,,,,,78
131,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,629,1,0,79
132,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,420,1,0,80
133,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,567,1,0,81
134,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,316,0,0,81
135,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,349,0,0,81
136,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,341,1,1,81
137,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,270,1,0,82
138,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,388,1,0,83
139,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,378,0,0,83
140,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,340,0,0,83
141,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,369,0,0,83
142,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,365,0,1,82
143,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,429,1,1,82
144,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,447,1,1,82
145,573dbfc9cc30e7000dc57410,8946546,1.69E+12,2,399,0,1,81
146,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,266,0,0,81
147,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,492,0,1,80
148,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,421,1,0,81
149,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,612,1,1,81
150,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,462,1,1,81
151,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,429,1,0,82
152,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,415,1,0,83
153,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,452,1,0,84
154,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,407,0,0,84
155,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,374,0,0,84
156,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,362,1,0,85
157,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,357,1,0,86
158,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,309,1,0,87
159,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,395,1,0,88
160,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,307,1,1,88
161,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,457,1,1,88
162,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,370,0,0,88
163,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,467,1,1,88
164,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,457,1,1,88
165,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,532,1,0,89
166,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,638,1,1,89
167,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,603,1,0,90
168,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,393,1,0,91
169,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,459,0,0,91
170,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,275,1,0,92
171,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,1368,1,0,93
172,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,854,1,1,93
173,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,519,0,0,93
174,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,443,1,0,94
175,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,787,1,0,95
176,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,454,0,0,95
177,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,547,1,0,96
178,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,509,0,1,95
179,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,419,0,1,94
180,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,412,0,0,94
181,573dbfc9cc30e7000dc57410,8946546,1.69E+12,1,467,0,1,93
182,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,251,1,1,93
183,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,336,0,0,93
184,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,463,1,1,93
185,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,489,0,0,93
186,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,295,1,0,94
187,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,235,0,0,94
188,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,361,1,0,95
189,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,370,1,0,96
190,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,407,0,0,96
191,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,459,1,0,97
192,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,478,1,0,98
193,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,411,0,0,98
194,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,441,1,0,99
195,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,1098,1,0,100
196,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,406,0,0,100
197,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,436,1,0,101
198,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,695,1,1,101
199,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,554,0,0,101
200,573dbfc9cc30e7000dc57410,8946546,1.69E+12,0,548,1,0,102
1,5964ee31b752840001ca4ba4,8946544,1.69E+12,2,1728,1,1,100
2,5964ee31b752840001ca4ba4,8946544,1.69E+12,2,1062,0,0,100
3,5964ee31b752840001ca4ba4,8946544,1.69E+12,0,482,1,1,100
4,5964ee31b752840001ca4ba4,8946544,1.69E+12,1,777,0,0,100
5,5964ee31b752840001ca4ba4,8946544,1.69E+12,1,561,1,0,101
6,5964ee31b752840001ca4ba4,8946544,1.69E+12,1,562,1,0,102
7,5964ee31b752840001ca4ba4,8946544,1.69E+12,1,532,0,0,102
8,5964ee31b752840001ca4ba4,8946544,1.69E+12,0,1340,1,1,102
9,5964ee31b752840001ca4ba4,8946544,1.69E+12,0,836,1,1,102
10,5964ee31b752840001ca4ba4,8946544,1.69E+12,0,1360,0,0,102
11,5964ee31b752840001ca4ba4,8946544,1.69E+12,0,428,1,0,103
12,5964ee31b752840001ca4ba4,8946544,1.69E+12,0,505,0,1,102
13,5964ee31b752840001ca4ba4,8946544,1.69E+12,0,667,0,0,102
14,5964ee31b752840001ca4ba4,8946544,1.69E+12,2,352,0,1,101
15,5964ee31b752840001ca4ba4,8946544,1.69E+12,2,349,0,1,100
16,5964ee31b752840001ca4ba4,8946544,1.69E+12,2,943,0,0,100
17,5964ee31b752840001ca4ba4,8946544,1.69E+12,2,413,1,1,100
18,5964ee31b752840001ca4ba4,8946544,1.69E+12,2,546,0,1,99
19,5964ee31b752840001ca4ba4,8946544,1.69E+12,2,502,0,1,98
20,5964ee31b752840001ca4ba4,8946544,1.69E+12,2,414,0,1,97
21,5964ee31b752840001ca4ba4,8946544,1.69E+12,2,389,1,1,97
22,5964ee31b752840001ca4ba4,8946544,1.69E+12,2,576,0,1,96
23,5964ee31b752840001ca4ba4,8946544,1.69E+12,2,26,1,1,96
24,5964ee31b752840001ca4ba4,8946544,1.69E+12,1,1293,0,1,95
25,5964ee31b752840001ca4ba4,8946544,1.69E+12,1,30,1,0,96
26,5964ee31b752840001ca4ba4,8946544,1.69E+12,1,618,0,1,95
27,5964ee31b752840001ca4ba4,8946544,1.69E+12,1,182,0,0,95
28,5964ee31b752840001ca4ba4,8946544,1.69E+12,0,371,0,1,94
29,5964ee31b752840001ca4ba4,8946544,1.69E+12,0,370,0,0,94
30,5964ee31b752840001ca4ba4,8946544,1.69E+12,0,187,1,0,95
31,5964ee31b752840001ca4ba4,8946544,1.69E+12,0,689,0,0,95
32,5964ee31b752840001ca4ba4,8946544,1.69E+12,2,494,1,1,95
