trial_nr,Participant Public ID,Participant Private ID,t_response,choice,rt,gain,loss,score tally
140,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,376,0,1,93
141,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,287,0,1,92
142,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,386,0,1,91
143,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,321,0,0,91
144,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,310,0,0,91
145,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,230,0,1,90
146,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,289,0,0,90
147,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,304,0,1,89
148,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,288,0,1,88
149,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,182,0,1,87
150,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,238,0,1,86
151,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,304,0,1,85
152,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,350,0,0,85
153,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,364,0,1,84
154,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,281,0,0,84
155,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,313,0,1,83
156,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,366,0,0,83
157,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,330,0,0,83
158,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,393,0,1,82
159,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,230,0,0,82
160,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,240,0,0,82
161,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,322,0,0,82
162,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,307,0,0,82
163,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,409,0,0,82
164,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,443,0,0,82
165,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,349,0,0,82
166,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,411,0,0,82
167,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,348,0,1,81
168,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,274,0,0,81
169,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,252,1,0,82
170,62d9be690206e1b4f007eacb,8938702,1.69E+12,0,301,1,0,83
171,62d9be690206e1b4f007eacb,8938702,1.69E+12,2,285,1,0,84
172,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,300,0,1,83
173,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,380,0,0,83
174,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,287,1,0,84
175,62d9be690206e1b4f007eacb,8938702,1.69E+12,0,273,0,1,83
176,62d9be690206e1b4f007eacb,8938702,1.69E+12,0,296,1,0,84
177,62d9be690206e1b4f007eacb,8938702,1.69E+12,2,719,0,1,83
178,62d9be690206e1b4f007eacb,8938702,1.69E+12,2,327,1,0,84
179,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,294,0,0,84
180,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,547,1,0,85
181,62d9be690206e1b4f007eacb,8938702,1.69E+12,0,224,0,0,85
182,62d9be690206e1b4f007eacb,8938702,1.69E+12,0,238,0,0,85
183,62d9be690206e1b4f007eacb,8938702,1.69E+12,0,317,0,1,84
184,62d9be690206e1b4f007eacb,8938702,1.69E+12,0,256,0,0,84
185,62d9be690206e1b4f007eacb,8938702,1.69E+12,0,286,0,1,83
186,62d9be690206e1b4f007eacb,8938702,1.69E+12,0,251,1,0,84
187,62d9be690206e1b4f007eacb,8938702,1.69E+12,2,585,1,1,84
188,62d9be690206e1b4f007eacb,8938702,1.69E+12,2,300,1,1,84
189,62d9be690206e1b4f007eacb,8938702,1.69E+12,2,288,1,1,84
190,62d9be690206e1b4f007eacb,8938702,1.69E+12,2,1763,1,0,85
191,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,337,0,0,85
192,62d9be690206e1b4f007eacb,8938702,1.69E+12,1,367,1,0,86
193,62d9be690206e1b4f007eacb,8938702,1.69E+12,0,183,0,0,86
194,62d9be690206e1b4f007eacb,8938702,1.69E+12,0,322,1,0,87
195,62d9be690206e1b4f007eacb,8938702,1.69E+12,2,296,1,1,87
196,62d9be690206e1b4f007eacb,8938702,1.69E+12,2,327,1,1,87
197,62d9be690206e1b4f007eacb,8938702,1.69E+12,2,272,1,1,87
198,62d9be690206e1b4f007eacb,8938702,1.69E+12,2,302,1,1,87
199,62d9be690206e1b4f007eacb,8938702,1.69E+12,2,273,1,1,87
200,62d9be690206e1b4f007eacb,8938702,1.69E+12,2,208,1,1,87
1,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,1877,1,0,101
2,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,1298,1,0,102
3,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,646,1,0,103
4,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,596,0,0,103
5,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,568,0,1,102
6,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,405,0,0,102
7,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,553,0,1,101
8,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,429,1,0,102
9,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,499,0,0,102
10,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,438,0,1,101
11,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,445,1,1,101
12,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,642,1,1,101
13,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,545,1,1,101
14,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,864,1,1,101
15,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,1018,0,0,101
16,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,482,0,0,101
17,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,403,1,0,102
18,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,667,0,0,102
19,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,481,1,1,102
20,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,716,0,1,101
21,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,407,0,1,100
22,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,366,0,0,100
23,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,519,1,1,100
24,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,514,1,0,101
25,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,356,0,0,101
26,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,1158,1,1,101
27,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,400,0,0,101
28,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,423,1,1,101
29,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,344,0,1,100
30,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,456,0,0,100
31,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,602,1,0,101
32,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,452,0,0,101
33,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,787,0,0,101
34,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,338,1,0,102
35,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,388,0,0,102
36,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,420,0,0,102
37,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,395,1,0,103
38,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,418,0,0,103
39,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,417,0,0,103
40,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,444,0,0,103
41,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,453,0,0,103
42,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,491,0,0,103
43,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,450,0,0,103
44,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,348,0,0,103
45,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,470,1,0,104
46,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,685,0,0,104
47,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,743,0,0,104
48,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,474,0,0,104
49,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,526,1,1,104
50,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,545,0,1,103
51,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,1235,0,1,102
52,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,744,0,1,101
53,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,410,1,0,102
54,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,450,0,1,101
55,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,409,1,1,101
56,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,675,1,0,102
57,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,418,0,1,101
58,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,754,0,0,101
59,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,796,0,1,100
60,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,1669,1,1,100
61,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,362,1,1,100
62,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,290,1,0,101
63,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,389,0,0,101
64,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,358,0,0,101
65,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,359,0,1,100
66,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,312,1,0,101
67,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,363,0,0,101
68,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,381,0,0,101
69,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,331,0,0,101
70,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,391,0,0,101
71,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,401,0,0,101
72,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,530,0,0,101
73,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,388,0,0,101
74,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,1016,0,0,101
75,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,375,0,0,101
76,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,703,1,1,101
77,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,795,0,0,101
78,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,355,0,1,100
79,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,364,0,0,100
80,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,373,0,1,99
81,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,300,0,0,99
82,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,531,0,0,99
83,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,378,0,0,99
84,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,347,1,1,99
85,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,622,0,1,98
86,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,522,0,1,97
87,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,302,1,0,98
88,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,355,1,1,98
89,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,345,0,1,97
90,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,376,1,1,97
91,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,518,1,0,98
92,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,705,0,0,98
93,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,1964,1,1,98
94,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,723,1,0,99
95,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,663,0,1,98
96,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,333,1,0,99
97,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,86,1,0,100
98,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,219,1,0,101
99,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,353,1,1,101
100,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,1898,1,0,102
101,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,383,1,1,102
102,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,455,0,1,101
103,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,1837,1,1,101
104,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,2034,0,1,100
105,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,522,0,0,100
106,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,435,1,1,100
107,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,1161,1,1,100
108,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,614,0,1,99
109,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,345,1,1,99
110,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,595,1,1,99
111,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,498,1,0,100
112,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,2961,1,1,100
113,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,2873,0,0,100
114,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,84,0,0,100
115,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,2995,1,0,101
116,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,581,1,1,101
117,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,1478,1,1,101
118,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,,,,,101
119,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,455,0,1,100
120,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,393,0,0,100
121,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,276,1,0,101
122,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,318,0,0,101
123,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,363,0,1,100
124,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,369,0,1,99
125,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,788,0,0,99
126,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,298,0,1,98
127,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,387,0,1,97
128,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,205,0,0,97
129,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,766,0,1,96
130,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,382,1,0,97
131,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,463,0,1,96
132,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,413,0,1,95
133,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,358,0,1,94
134,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,804,0,1,93
135,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,299,0,1,92
136,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,415,0,0,92
137,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,361,0,1,91
138,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,504,0,0,91
139,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,364,1,0,92
140,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,349,0,0,92
141,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,294,0,0,92
142,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,327,1,0,93
143,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,391,0,1,92
144,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,254,0,0,92
145,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,265,0,1,91
146,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,278,0,0,91
147,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,246,0,0,91
148,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,320,0,0,91
149,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,301,0,1,90
150,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,342,1,0,91
151,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,377,1,0,92
152,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,473,1,0,93
153,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,367,1,0,94
154,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,341,1,0,95
155,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,520,0,0,95
156,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,381,0,0,95
157,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,386,0,1,94
158,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,315,1,1,94
159,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,341,1,1,94
160,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,319,1,0,95
161,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,356,0,0,95
162,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,342,1,0,96
163,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,526,1,0,97
164,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,346,1,0,98
165,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,360,1,0,99
166,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,379,1,1,99
167,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,300,0,0,99
168,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,250,0,1,98
169,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,321,1,0,99
170,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,519,1,0,100
171,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,378,1,0,101
172,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,347,1,0,102
173,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,365,0,0,102
174,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,352,1,1,102
175,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,390,0,0,102
176,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,671,0,1,101
177,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,179,0,1,100
178,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,492,1,0,101
179,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,375,0,1,100
180,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,515,1,0,101
181,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,2,308,0,1,100
182,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,1,325,1,0,101
183,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,311,0,0,101
184,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,322,1,0,102
185,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,381,0,0,102
186,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,311,1,0,103
187,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,328,0,1,102
188,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,68,0,0,102
189,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,390,1,0,103
190,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,326,1,0,104
191,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,344,1,0,105
192,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,2083,0,0,105
193,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,400,1,0,106
194,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,384,0,0,106
195,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,344,0,0,106
196,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,401,1,0,107
197,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,344,1,0,108
198,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,352,0,0,108
199,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,365,1,0,109
200,63d256a2e69c3a1ede98e0fc,8938717,1.69E+12,0,335,1,1,109
1,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,1256,0,0,100
2,5fd34780df1d9f01792a5c44,8938703,1.69E+12,0,738,1,0,101
3,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,511,0,1,100
4,5fd34780df1d9f01792a5c44,8938703,1.69E+12,0,471,0,1,99
5,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,831,1,0,100
6,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,577,1,0,101
7,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,512,1,0,102
8,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,1241,1,0,103
9,5fd34780df1d9f01792a5c44,8938703,1.69E+12,0,482,1,1,103
10,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,504,1,0,104
11,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,425,0,1,103
12,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,383,1,1,103
13,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,325,1,0,104
14,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,106,0,0,104
15,5fd34780df1d9f01792a5c44,8938703,1.69E+12,0,1340,1,0,105
16,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,497,0,1,104
17,5fd34780df1d9f01792a5c44,8938703,1.69E+12,0,617,1,1,104
18,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,358,0,0,104
19,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,348,0,0,104
20,5fd34780df1d9f01792a5c44,8938703,1.69E+12,0,445,0,1,103
21,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,445,0,1,102
22,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,981,0,1,101
23,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,315,0,0,101
24,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,292,0,0,101
25,5fd34780df1d9f01792a5c44,8938703,1.69E+12,0,366,0,0,101
26,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,403,0,0,101
27,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,335,0,0,101
28,5fd34780df1d9f01792a5c44,8938703,1.69E+12,0,683,0,0,101
29,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,678,0,1,100
30,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,327,0,1,99
31,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,343,0,0,99
32,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,373,0,1,98
33,5fd34780df1d9f01792a5c44,8938703,1.69E+12,0,277,0,0,98
34,5fd34780df1d9f01792a5c44,8938703,1.69E+12,0,403,0,0,98
35,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,606,1,0,99
36,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,746,1,1,99
37,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,734,1,1,99
38,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,490,0,1,98
39,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,408,0,0,98
40,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,575,1,1,98
41,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,397,1,0,99
42,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,368,0,1,98
43,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,649,0,1,97
44,5fd34780df1d9f01792a5c44,8938703,1.69E+12,0,367,0,1,96
45,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,342,0,0,96
46,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,182,0,0,96
47,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,774,1,1,96
48,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,648,0,1,95
49,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,452,0,1,94
50,5fd34780df1d9f01792a5c44,8938703,1.69E+12,0,408,1,1,94
51,5fd34780df1d9f01792a5c44,8938703,1.69E+12,0,979,0,1,93
52,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,496,0,0,93
53,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,353,1,0,94
54,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,491,1,1,94
55,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,321,1,1,94
56,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,552,1,0,95
57,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,754,1,0,96
58,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,320,1,0,97
59,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,489,0,0,97
60,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,839,1,1,97
61,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,395,0,1,96
62,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,612,0,0,96
63,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,338,1,0,97
64,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,648,1,0,98
65,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,829,1,1,98
66,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,599,1,0,99
67,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,555,0,1,98
68,5fd34780df1d9f01792a5c44,8938703,1.69E+12,0,397,1,1,98
69,5fd34780df1d9f01792a5c44,8938703,1.69E+12,0,555,0,1,97
70,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,2557,1,0,98
71,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,640,1,0,99
72,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,559,0,0,99
73,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,369,0,1,98
74,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,519,1,0,99
75,5fd34780df1d9f01792a5c44,8938703,1.69E+12,2,506,0,1,98
76,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,389,0,0,98
77,5fd34780df1d9f01792a5c44,8938703,1.69E+12,1,607,0,0,98
78,5fd34780df1d9f01792a5c44,8938703,1.69E+12,0,506,0,0,98
79,5fd34780df1d9f01792a5c44,8938703,1.69E+12,0,1,1,0,99
